Airline,Source airport,Destination airport,Source region,Destination region
WN,HOU,CRP,US-Texas,US-Texas
WN,HOU,DAL,US-Texas,US-Texas
WN,HOU,DCA,US-Texas,US-Northeast
WN,HOU,DEN,US-Texas,US-West
WN,HOU,ECP,US-Texas,US-Southeast
WN,HOU,ELP,US-Texas,US-Texas
WN,HOU,EWR,US-Texas,US-Northeast
WN,HOU,FLL,US-Texas,US-Southeast
WN,HOU,GSP,US-Texas,US-Southeast
WN,HOU,HRL,US-Texas,US-Texas
WN,HOU,IND,US-Texas,US-Midwest
WN,HOU,JAN,US-Texas,US-Southeast
WN,HOU,JAX,US-Texas,US-Southeast
WN,HOU,LAS,US-Texas,US-West
WN,HOU,LAX,US-Texas,US-West
WN,HOU,LGA,US-Texas,US-Northeast
WN,HOU,LIT,US-Texas,US-Midwest
WN,HOU,MAF,US-Texas,US-Texas
WN,HOU,MCI,US-Texas,US-Midwest
WN,HOU,MCO,US-Texas,US-Southeast
WN,HOU,MDW,US-Texas,US-Midwest
WN,HOU,MEM,US-Texas,US-Southeast
WN,HOU,MSY,US-Texas,US-Southeast
WN,HOU,OAK,US-Texas,US-West
WN,HOU,OKC,US-Texas,US-Midwest
WN,HOU,PHX,US-Texas,US-West
WN,HOU,PIT,US-Texas,US-Northeast
WN,HOU,PNS,US-Texas,US-Southeast
WN,HOU,RDU,US-Texas,US-Southeast
WN,HOU,SAN,US-Texas,US-West
WN,HOU,SAT,US-Texas,US-Texas
WN,HOU,SNA,US-Texas,US-West
WN,HOU,STL,US-Texas,US-Midwest
WN,HOU,TPA,US-Texas,US-Southeast
WN,HOU,TUL,US-Texas,US-Midwest
WN,HRL,AUS,US-Texas,US-Texas
WN,HRL,DAL,US-Texas,US-Texas
WN,HRL,HOU,US-Texas,US-Texas
WN,HRL,SAT,US-Texas,US-Texas
WN,IAD,DEN,US-Northeast,US-West
WN,IAD,MDW,US-Northeast,US-Midwest
WN,ICT,DAL,US-Midwest,US-Texas
WN,ICT,LAS,US-Midwest,US-West
WN,ICT,MDW,US-Midwest,US-Midwest
WN,IND,ATL,US-Midwest,US-Southeast
WN,IND,BWI,US-Midwest,US-Northeast
WN,IND,DEN,US-Midwest,US-West
WN,IND,FLL,US-Midwest,US-Southeast
WN,IND,HOU,US-Midwest,US-Texas
WN,IND,LAS,US-Midwest,US-West
WN,IND,MCI,US-Midwest,US-Midwest
WN,IND,MCO,US-Midwest,US-Southeast
WN,IND,PHX,US-Midwest,US-West
WN,IND,RSW,US-Midwest,US-Southeast
WN,IND,TPA,US-Midwest,US-Southeast
WN,ISP,BWI,US-Northeast,US-Northeast
WN,ISP,FLL,US-Northeast,US-Southeast
WN,ISP,MCO,US-Northeast,US-Southeast
WN,ISP,PBI,US-Northeast,US-Southeast
WN,ISP,TPA,US-Northeast,US-Southeast
WN,JAN,HOU,US-Southeast,US-Texas
WN,JAN,MCO,US-Southeast,US-Southeast
WN,JAN,MDW,US-Southeast,US-Midwest
WN,JAX,ATL,US-Southeast,US-Southeast
WN,JAX,BNA,US-Southeast,US-Southeast
WN,JAX,BWI,US-Southeast,US-Northeast
WN,JAX,DEN,US-Southeast,US-West
WN,JAX,FLL,US-Southeast,US-Southeast
WN,JAX,HOU,US-Southeast,US-Texas
WN,JAX,LAS,US-Southeast,US-West
WN,JAX,MDW,US-Southeast,US-Midwest
WN,LAS,ABQ,US-West,US-West
WN,LAS,ALB,US-West,US-Northeast
WN,LAS,AMA,US-West,US-Texas
WN,LAS,ATL,US-West,US-Southeast
WN,LAS,AUS,US-West,US-Texas
WN,LAS,BDL,US-West,US-Northeast
WN,LAS,BHM,US-West,US-Southeast
WN,LAS,BNA,US-West,US-Southeast
WN,LAS,BOI,US-West,US-West
WN,LAS,BUF,US-West,US-Northeast
WN,LAS,BUR,US-West,US-West
WN,LAS,BWI,US-West,US-Northeast
WN,LAS,CLE,US-West,US-Midwest
WN,LAS,CMH,US-West,US-Midwest
WN,LAS,DEN,US-West,US-West
WN,LAS,DSM,US-West,US-Midwest
WN,LAS,DTW,US-West,US-Midwest
WN,LAS,ELP,US-West,US-Texas
WN,LAS,FLL,US-West,US-Southeast
WN,LAS,FNT,US-West,US-Midwest
WN,LAS,GEG,US-West,US-West
WN,LAS,HOU,US-West,US-Texas
WN,LAS,ICT,US-West,US-Midwest
WN,LAS,IND,US-West,US-Midwest
WN,LAS,JAX,US-West,US-Southeast
WN,LAS,LAX,US-West,US-West
WN,LAS,LBB,US-West,US-Texas
WN,LAS,LIT,US-West,US-Midwest
WN,LAS,MAF,US-West,US-Texas
WN,LAS,MCI,US-West,US-Midwest
WN,LAS,MCO,US-West,US-Southeast
WN,LAS,MDW,US-West,US-Midwest
WN,LAS,MKE,US-West,US-Midwest
WN,LAS,MSY,US-West,US-Southeast
WN,LAS,OAK,US-West,US-West
WN,LAS,OKC,US-West,US-Midwest
WN,LAS,OMA,US-West,US-Midwest
WN,LAS,ONT,US-West,US-West
WN,LAS,PDX,US-West,US-West
WN,LAS,PHL,US-West,US-Northeast
WN,LAS,PHX,US-West,US-West
WN,LAS,PIT,US-West,US-Northeast
WN,LAS,RDU,US-West,US-Southeast
WN,LAS,RNO,US-West,US-West
WN,LAS,SAN,US-West,US-West
WN,LAS,SAT,US-West,US-Texas
WN,LAS,SDF,US-West,US-Southeast
WN,LAS,SEA,US-West,US-West
WN,LAS,SFO,US-West,US-West
WN,LAS,SJC,US-West,US-West
WN,LAS,SLC,US-West,US-West
WN,LAS,SMF,US-West,US-West
WN,LAS,SNA,US-West,US-West
WN,LAS,STL,US-West,US-Midwest
WN,LAS,TPA,US-West,US-Southeast
WN,LAS,TUL,US-West,US-Midwest
WN,LAS,TUS,US-West,US-West
WN,LAX,ABQ,US-West,US-West
WN,LAX,ATL,US-West,US-Southeast
WN,LAX,AUS,US-West,US-Texas
WN,LAX,BNA,US-West,US-Southeast
WN,LAX,BWI,US-West,US-Northeast
WN,LAX,DEN,US-West,US-West
WN,LAX,ELP,US-West,US-Texas
WN,LAX,HOU,US-West,US-Texas
WN,LAX,LAS,US-West,US-West
WN,LAX,MCI,US-West,US-Midwest
WN,LAX,MDW,US-West,US-Midwest
WN,LAX,MKE,US-West,US-Midwest
WN,LAX,MSY,US-West,US-Southeast
WN,LAX,OAK,US-West,US-West
WN,LAX,PHX,US-West,US-West
WN,LAX,RNO,US-West,US-West
WN,LAX,SAT,US-West,US-Texas
WN,LAX,SFO,US-West,US-West
WN,LAX,SJC,US-West,US-West
WN,LAX,SLC,US-West,US-West
WN,LAX,SMF,US-West,US-West
WN,LAX,STL,US-West,US-Midwest
WN,LAX,TUS,US-West,US-West
WN,LBB,AUS,US-Texas,US-Texas
WN,LBB,DAL,US-Texas,US-Texas
WN,LBB,LAS,US-Texas,US-West
WN,LGA,ATL,US-Northeast,US-Southeast
WN,LGA,BNA,US-Northeast,US-Southeast
WN,LGA,CAK,US-Northeast,US-Northeast
WN,LGA,DEN,US-Northeast,US-West
WN,LGA,HOU,US-Northeast,US-Texas
WN,LGA,MDW,US-Northeast,US-Midwest
WN,LGA,MKE,US-Northeast,US-Midwest
WN,LGA,STL,US-Northeast,US-Midwest
WN,LIT,BWI,US-Midwest,US-Northeast
WN,LIT,DAL,US-Midwest,US-Texas
WN,LIT,HOU,US-Midwest,US-Texas
WN,LIT,LAS,US-Midwest,US-West
WN,LIT,MDW,US-Midwest,US-Midwest
WN,LIT,PHX,US-Midwest,US-West
WN,MAF,DAL,US-Texas,US-Texas
WN,MAF,HOU,US-Texas,US-Texas
WN,MAF,LAS,US-Texas,US-West
WN,MBJ,ATL,Caribbean,US-Southeast
WN,MCI,ABQ,US-Midwest,US-West
WN,MCI,ATL,US-Midwest,US-Southeast
WN,MCI,BNA,US-Midwest,US-Southeast
WN,MCI,BOS,US-Midwest,US-Northeast
WN,MCI,BWI,US-Midwest,US-Northeast
WN,MCI,DAL,US-Midwest,US-Texas
WN,MCI,DCA,US-Midwest,US-Northeast
WN,MCI,DEN,US-Midwest,US-West
WN,MCI,FLL,US-Midwest,US-Southeast
WN,MCI,HOU,US-Midwest,US-Texas
WN,MCI,IND,US-Midwest,US-Midwest
WN,MCI,LAS,US-Midwest,US-West
WN,MCI,LAX,US-Midwest,US-West
WN,MCI,MCO,US-Midwest,US-Southeast
WN,MCI,MDW,US-Midwest,US-Midwest
WN,MCI,MKE,US-Midwest,US-Midwest
WN,MCI,MSP,US-Midwest,US-Midwest
WN,MCI,MSY,US-Midwest,US-Southeast
WN,MCI,OAK,US-Midwest,US-West
WN,MCI,PDX,US-Midwest,US-West
WN,MCI,PHX,US-Midwest,US-West
WN,MCI,SAN,US-Midwest,US-West
WN,MCI,STL,US-Midwest,US-Midwest
WN,MCI,TPA,US-Midwest,US-Southeast
WN,MCO,ALB,US-Southeast,US-Northeast
WN,MCO,ATL,US-Southeast,US-Southeast
WN,MCO,AUS,US-Southeast,US-Texas
WN,MCO,BDL,US-Southeast,US-Northeast
WN,MCO,BHM,US-Southeast,US-Southeast
WN,MCO,BNA,US-Southeast,US-Southeast
WN,MCO,BOS,US-Southeast,US-Northeast
WN,MCO,BUF,US-Southeast,US-Northeast
WN,MCO,BWI,US-Southeast,US-Northeast
WN,MCO,CAK,US-Southeast,US-Northeast
WN,MCO,CLT,US-Southeast,US-Southeast
WN,MCO,CMH,US-Southeast,US-Midwest
WN,MCO,DAY,US-Southeast,US-Midwest
WN,MCO,DEN,US-Southeast,US-West
WN,MCO,EYW,US-Southeast,US-Southeast
WN,MCO,FNT,US-Southeast,US-Midwest
WN,MCO,GRR,US-Southeast,US-Midwest
WN,MCO,HOU,US-Southeast,US-Texas
WN,MCO,IND,US-Southeast,US-Midwest
WN,MCO,ISP,US-Southeast,US-Northeast
WN,MCO,JAN,US-Southeast,US-Southeast
WN,MCO,LAS,US-Southeast,US-West
WN,MCO,MCI,US-Southeast,US-Midwest
WN,MCO,MDW,US-Southeast,US-Midwest
WN,MCO,MEM,US-Southeast,US-Southeast
WN,MCO,MHT,US-Southeast,US-Northeast
WN,MCO,MKE,US-Southeast,US-Midwest
WN,MCO,MSP,US-Southeast,US-Midwest
WN,MCO,MSY,US-Southeast,US-Southeast
WN,MCO,ORF,US-Southeast,US-Northeast
WN,MCO,PHL,US-Southeast,US-Northeast
WN,MCO,PHX,US-Southeast,US-West
WN,MCO,PIT,US-Southeast,US-Northeast
WN,MCO,PVD,US-Southeast,US-Northeast
WN,MCO,RDU,US-Southeast,US-Southeast
WN,MCO,RIC,US-Southeast,US-Northeast
WN,MCO,ROC,US-Southeast,US-Northeast
WN,MCO,SAT,US-Southeast,US-Texas
WN,MCO,SDF,US-Southeast,US-Southeast
WN,MCO,SJU,US-Southeast,Caribbean
WN,MCO,STL,US-Southeast,US-Midwest
WN,MDW,ABQ,US-Midwest,US-West
WN,MDW,ALB,US-Midwest,US-Northeast
WN,MDW,ATL,US-Midwest,US-Southeast
WN,MDW,AUS,US-Midwest,US-Texas
WN,MDW,BDL,US-Midwest,US-Northeast
WN,MDW,BHM,US-Midwest,US-Southeast
WN,MDW,BKG,US-Midwest,US-Midwest
WN,MDW,BNA,US-Midwest,US-Southeast
WN,MDW,BOS,US-Midwest,US-Northeast
WN,MDW,BUF,US-Midwest,US-Northeast
WN,MDW,BWI,US-Midwest,US-Northeast
WN,MDW,CHS,US-Midwest,US-Southeast
WN,MDW,CLE,US-Midwest,US-Midwest
WN,MDW,CLT,US-Midwest,US-Southeast
WN,MDW,CMH,US-Midwest,US-Midwest
WN,MDW,DEN,US-Midwest,US-West
WN,MDW,DSM,US-Midwest,US-Midwest
WN,MDW,DTW,US-Midwest,US-Midwest
WN,MDW,EWR,US-Midwest,US-Northeast
WN,MDW,FLL,US-Midwest,US-Southeast
WN,MDW,GSP,US-Midwest,US-Southeast
WN,MDW,HOU,US-Midwest,US-Texas
WN,MDW,IAD,US-Midwest,US-Northeast
WN,MDW,ICT,US-Midwest,US-Midwest
WN,MDW,JAN,US-Midwest,US-Southeast
WN,MDW,JAX,US-Midwest,US-Southeast
WN,MDW,LAS,US-Midwest,US-West
WN,MDW,LAX,US-Midwest,US-West
WN,MDW,LGA,US-Midwest,US-Northeast
WN,MDW,LIT,US-Midwest,US-Midwest
WN,MDW,MCI,US-Midwest,US-Midwest
WN,MDW,MCO,US-Midwest,US-Southeast
WN,MDW,MEM,US-Midwest,US-Southeast
WN,MDW,MHT,US-Midwest,US-Northeast
WN,MDW,MSP,US-Midwest,US-Midwest
WN,MDW,MSY,US-Midwest,US-Southeast
WN,MDW,OAK,US-Midwest,US-West
WN,MDW,OKC,US-Midwest,US-Midwest
WN,MDW,OMA,US-Midwest,US-Midwest
WN,MDW,ONT,US-Midwest,US-West
WN,MDW,ORF,US-Midwest,US-Northeast
WN,MDW,PDX,US-Midwest,US-West
WN,MDW,PHL,US-Midwest,US-Northeast
WN,MDW,PHX,US-Midwest,US-West
WN,MDW,PIT,US-Midwest,US-Northeast
WN,MDW,PVD,US-Midwest,US-Northeast
WN,MDW,RDU,US-Midwest,US-Southeast
WN,MDW,RNO,US-Midwest,US-West
WN,MDW,ROC,US-Midwest,US-Northeast
WN,MDW,RSW,US-Midwest,US-Southeast
WN,MDW,SAN,US-Midwest,US-West
WN,MDW,SAT,US-Midwest,US-Texas
WN,MDW,SDF,US-Midwest,US-Southeast
WN,MDW,SEA,US-Midwest,US-West
WN,MDW,SFO,US-Midwest,US-West
WN,MDW,SJC,US-Midwest,US-West
WN,MDW,SLC,US-Midwest,US-West
WN,MDW,SMF,US-Midwest,US-West
WN,MDW,STL,US-Midwest,US-Midwest
WN,MDW,TPA,US-Midwest,US-Southeast
WN,MDW,TUL,US-Midwest,US-Midwest
WN,MDW,TUS,US-Midwest,US-West
WN,MEM,BWI,US-Southeast,US-Northeast
WN,MEM,HOU,US-Southeast,US-Texas
WN,MEM,MCO,US-Southeast,US-Southeast
WN,MEM,MDW,US-Southeast,US-Midwest
WN,MEM,TPA,US-Southeast,US-Southeast
WN,MHT,BWI,US-Northeast,US-Northeast
WN,MHT,MCO,US-Northeast,US-Southeast
WN,MHT,MDW,US-Northeast,US-Midwest
WN,MHT,TPA,US-Northeast,US-Southeast
WN,MKE,ATL,US-Midwest,US-Southeast
WN,MKE,BOS,US-Midwest,US-Northeast
WN,MKE,BWI,US-Midwest,US-Northeast
WN,MKE,DCA,US-Midwest,US-Northeast
WN,MKE,DEN,US-Midwest,US-West
WN,MKE,FLL,US-Midwest,US-Southeast
WN,MKE,LAS,US-Midwest,US-West
WN,MKE,LAX,US-Midwest,US-West
WN,MKE,LGA,US-Midwest,US-Northeast
WN,MKE,MCI,US-Midwest,US-Midwest
WN,MKE,MCO,US-Midwest,US-Southeast
WN,MKE,MSP,US-Midwest,US-Midwest
WN,MKE,MSY,US-Midwest,US-Southeast
WN,MKE,PHX,US-Midwest,US-West
WN,MKE,RSW,US-Midwest,US-Southeast
WN,MKE,SEA,US-Midwest,US-West
WN,MKE,SFO,US-Midwest,US-West
WN,MKE,STL,US-Midwest,US-Midwest
WN,MKE,TPA,US-Midwest,US-Southeast
WN,MSP,ATL,US-Midwest,US-Southeast
WN,MSP,DEN,US-Midwest,US-West
WN,MSP,MCI,US-Midwest,US-Midwest
WN,MSP,MCO,US-Midwest,US-Southeast
WN,MSP,MDW,US-Midwest,US-Midwest
WN,MSP,MKE,US-Midwest,US-Midwest
WN,MSP,PHX,US-Midwest,US-West
WN,MSP,STL,US-Midwest,US-Midwest
WN,MSY,ATL,US-Southeast,US-Southeast
WN,MSY,AUS,US-Southeast,US-Texas
WN,MSY,BNA,US-Southeast,US-Southeast
WN,MSY,BWI,US-Southeast,US-Northeast
WN,MSY,DAL,US-Southeast,US-Texas
WN,MSY,DEN,US-Southeast,US-West
WN,MSY,EWR,US-Southeast,US-Northeast
WN,MSY,EYW,US-Southeast,US-Southeast
WN,MSY,FLL,US-Southeast,US-Southeast
WN,MSY,HOU,US-Southeast,US-Texas
WN,MSY,LAS,US-Southeast,US-West
WN,MSY,LAX,US-Southeast,US-West
WN,MSY,MCI,US-Southeast,US-Midwest
WN,MSY,MCO,US-Southeast,US-Southeast
WN,MSY,MDW,US-Southeast,US-Midwest
WN,MSY,MKE,US-Southeast,US-Midwest
WN,MSY,PHX,US-Southeast,US-West
WN,MSY,SAN,US-Southeast,US-West
WN,MSY,STL,US-Southeast,US-Midwest
WN,MSY,TPA,US-Southeast,US-Southeast
WN,NAS,ATL,Caribbean,US-Southeast
WN,OAK,ABQ,US-West,US-West
WN,OAK,AUS,US-West,US-Texas
WN,OAK,BOI,US-West,US-West
WN,OAK,BUR,US-West,US-West
WN,OAK,DEN,US-West,US-West
WN,OAK,GEG,US-West,US-West
WN,OAK,HOU,US-West,US-Texas
WN,OAK,LAS,US-West,US-West
WN,OAK,LAX,US-West,US-West
WN,OAK,MCI,US-West,US-Midwest
WN,OAK,MDW,US-West,US-Midwest
WN,OAK,ONT,US-West,US-West
WN,OAK,PDX,US-West,US-West
WN,OAK,PHX,US-West,US-West
WN,OAK,SAN,US-West,US-West
WN,OAK,SEA,US-West,US-West
WN,OAK,SLC,US-West,US-West
WN,OAK,SNA,US-West,US-West
WN,OKC,ATL,US-Midwest,US-Southeast
WN,OKC,BWI,US-Midwest,US-Northeast
WN,OKC,DAL,US-Midwest,US-Texas
WN,OKC,DEN,US-Midwest,US-West
WN,OKC,HOU,US-Midwest,US-Texas
WN,OKC,LAS,US-Midwest,US-West
WN,OKC,MDW,US-Midwest,US-Midwest
WN,OKC,PHX,US-Midwest,US-West
WN,OKC,STL,US-Midwest,US-Midwest
WN,OMA,DEN,US-Midwest,US-West
WN,OMA,LAS,US-Midwest,US-West
WN,OMA,MDW,US-Midwest,US-Midwest
WN,OMA,PHX,US-Midwest,US-West
WN,OMA,STL,US-Midwest,US-Midwest
WN,ONT,DEN,US-West,US-West
WN,ONT,LAS,US-West,US-West
WN,ONT,MDW,US-West,US-Midwest
WN,ONT,OAK,US-West,US-West
WN,ONT,PHX,US-West,US-West
WN,ONT,SJC,US-West,US-West
WN,ONT,SMF,US-West,US-West
WN,ORF,ATL,US-Northeast,US-Southeast
WN,ORF,BWI,US-Northeast,US-Northeast
WN,ORF,MCO,US-Northeast,US-Southeast
WN,ORF,MDW,US-Northeast,US-Midwest
WN,PBI,ATL,US-Southeast,US-Southeast
WN,PBI,BWI,US-Southeast,US-Northeast
WN,PBI,ISP,US-Southeast,US-Northeast
WN,PDX,ABQ,US-West,US-West
WN,PDX,DEN,US-West,US-West
WN,PDX,LAS,US-West,US-West
WN,PDX,MCI,US-West,US-Midwest
WN,PDX,MDW,US-West,US-Midwest
WN,PDX,OAK,US-West,US-West
WN,PDX,PHX,US-West,US-West
WN,PDX,RNO,US-West,US-West
WN,PDX,SJC,US-West,US-West
WN,PDX,SLC,US-West,US-West
WN,PDX,SMF,US-West,US-West
WN,PHL,ATL,US-Northeast,US-Southeast
WN,PHL,BNA,US-Northeast,US-Southeast
WN,PHL,DEN,US-Northeast,US-West
WN,PHL,FLL,US-Northeast,US-Southeast
WN,PHL,LAS,US-Northeast,US-West
WN,PHL,MCO,US-Northeast,US-Southeast
WN,PHL,MDW,US-Northeast,US-Midwest
WN,PHL,PHX,US-Northeast,US-West
WN,PHL,RSW,US-Northeast,US-Southeast
WN,PHL,STL,US-Northeast,US-Midwest
WN,PHL,TPA,US-Northeast,US-Southeast
WN,PHX,ABQ,US-West,US-West
WN,PHX,ATL,US-West,US-Southeast
WN,PHX,AUS,US-West,US-Texas
WN,PHX,BNA,US-West,US-Southeast
WN,PHX,BOI,US-West,US-West
WN,PHX,BUF,US-West,US-Northeast
WN,PHX,BUR,US-West,US-West
WN,PHX,BWI,US-West,US-Northeast
WN,PHX,CMH,US-West,US-Midwest
WN,PHX,DEN,US-West,US-West
WN,PHX,DTW,US-West,US-Midwest
WN,PHX,ELP,US-West,US-Texas
WN,PHX,EWR,US-West,US-Northeast
WN,PHX,FLL,US-West,US-Southeast
WN,PHX,GEG,US-West,US-West
WN,PHX,HOU,US-West,US-Texas
WN,PHX,IND,US-West,US-Midwest
WN,PHX,LAS,US-West,US-West
WN,PHX,LAX,US-West,US-West
WN,PHX,LIT,US-West,US-Midwest
WN,PHX,MCI,US-West,US-Midwest
WN,PHX,MCO,US-West,US-Southeast
WN,PHX,MDW,US-West,US-Midwest
WN,PHX,MKE,US-West,US-Midwest
WN,PHX,MSP,US-West,US-Midwest
WN,PHX,MSY,US-West,US-Southeast
WN,PHX,OAK,US-West,US-West
WN,PHX,OKC,US-West,US-Midwest
WN,PHX,OMA,US-West,US-Midwest
WN,PHX,ONT,US-West,US-West
WN,PHX,PDX,US-West,US-West
WN,PHX,PHL,US-West,US-Northeast
WN,PHX,PIT,US-West,US-Northeast
WN,PHX,RDU,US-West,US-Southeast
WN,PHX,RNO,US-West,US-West
WN,PHX,SAN,US-West,US-West
WN,PHX,SAT,US-West,US-Texas
WN,PHX,SDF,US-West,US-Southeast
WN,PHX,SEA,US-West,US-West
WN,PHX,SFO,US-West,US-West
WN,PHX,SJC,US-West,US-West
WN,PHX,SLC,US-West,US-West
WN,PHX,SMF,US-West,US-West
WN,PHX,SNA,US-West,US-West
WN,PHX,STL,US-West,US-Midwest
WN,PHX,TPA,US-West,US-Southeast
WN,PHX,TUL,US-West,US-Midwest
WN,PIT,ATL,US-Northeast,US-Southeast
WN,PIT,BNA,US-Northeast,US-Southeast
WN,PIT,BWI,US-Northeast,US-Northeast
WN,PIT,DEN,US-Northeast,US-West
WN,PIT,DFW,US-Northeast,US-Texas
WN,PIT,FLL,US-Northeast,US-Southeast
WN,PIT,HOU,US-Northeast,US-Texas
WN,PIT,LAS,US-Northeast,US-West
WN,PIT,MCO,US-Northeast,US-Southeast
WN,PIT,MDW,US-Northeast,US-Midwest
WN,PIT,PHX,US-Northeast,US-West
WN,PIT,RSW,US-Northeast,US-Southeast
WN,PIT,TPA,US-Northeast,US-Southeast
WN,PNS,BNA,US-Southeast,US-Southeast
WN,PNS,HOU,US-Southeast,US-Texas
WN,PUJ,ATL,Caribbean,US-Southeast
WN,PVD,BWI,US-Northeast,US-Northeast
WN,PVD,FLL,US-Northeast,US-Southeast
WN,PVD,MCO,US-Northeast,US-Southeast
WN,PVD,MDW,US-Northeast,US-Midwest
WN,PVD,RSW,US-Northeast,US-Southeast
WN,PVD,TPA,US-Northeast,US-Southeast
WN,RDU,ATL,US-Southeast,US-Southeast
WN,RDU,BNA,US-Southeast,US-Southeast
WN,RDU,BWI,US-Southeast,US-Northeast
WN,RDU,DEN,US-Southeast,US-West
WN,RDU,FLL,US-Southeast,US-Southeast
WN,RDU,HOU,US-Southeast,US-Texas
WN,RDU,LAS,US-Southeast,US-West
WN,RDU,MCO,US-Southeast,US-Southeast
WN,RDU,MDW,US-Southeast,US-Midwest
WN,RDU,PHX,US-Southeast,US-West
WN,RDU,STL,US-Southeast,US-Midwest
WN,RDU,TPA,US-Southeast,US-Southeast
WN,RIC,ATL,US-Northeast,US-Southeast
WN,RIC,MCO,US-Northeast,US-Southeast
WN,RNO,DEN,US-West,US-West
WN,RNO,LAS,US-West,US-West
WN,RNO,LAX,US-West,US-West
WN,RNO,MDW,US-West,US-Midwest
WN,RNO,PDX,US-West,US-West
WN,RNO,PHX,US-West,US-West
WN,RNO,SAN,US-West,US-West
WN,RNO,SEA,US-West,US-West
WN,ROC,BWI,US-Northeast,US-Northeast
WN,ROC,MCO,US-Northeast,US-Southeast
WN,ROC,MDW,US-Northeast,US-Midwest
WN,ROC,TPA,US-Northeast,US-Southeast
WN,RSW,ATL,US-Southeast,US-Southeast
WN,RSW,BDL,US-Southeast,US-Northeast
WN,RSW,BWI,US-Southeast,US-Northeast
WN,RSW,CMH,US-Southeast,US-Midwest
WN,RSW,DCA,US-Southeast,US-Northeast
WN,RSW,IND,US-Southeast,US-Midwest
WN,RSW,MDW,US-Southeast,US-Midwest
WN,RSW,MKE,US-Southeast,US-Midwest
WN,RSW,PHL,US-Southeast,US-Northeast
WN,RSW,PIT,US-Southeast,US-Northeast
WN,RSW,PVD,US-Southeast,US-Northeast
WN,RSW,STL,US-Southeast,US-Midwest
WN,SAN,ABQ,US-West,US-West
WN,SAN,ATL,US-West,US-Southeast
WN,SAN,AUS,US-West,US-Texas
WN,SAN,BNA,US-West,US-Southeast
WN,SAN,BWI,US-West,US-Northeast
WN,SAN,DEN,US-West,US-West
WN,SAN,HOU,US-West,US-Texas
WN,SAN,LAS,US-West,US-West
WN,SAN,MCI,US-West,US-Midwest
WN,SAN,MDW,US-West,US-Midwest
WN,SAN,MSY,US-West,US-Southeast
WN,SAN,OAK,US-West,US-West
WN,SAN,PHX,US-West,US-West
WN,SAN,RNO,US-West,US-West
WN,SAN,SAT,US-West,US-Texas
WN,SAN,SFO,US-West,US-West
WN,SAN,SJC,US-West,US-West
WN,SAN,SMF,US-West,US-West
WN,SAN,STL,US-West,US-Midwest
WN,SAN,TUS,US-West,US-West
WN,SAT,ATL,US-Texas,US-Southeast
WN,SAT,BNA,US-Texas,US-Southeast
WN,SAT,BWI,US-Texas,US-Northeast
WN,SAT,DAL,US-Texas,US-Texas
WN,SAT,DEN,US-Texas,US-West
WN,SAT,ELP,US-Texas,US-Texas
WN,SAT,HOU,US-Texas,US-Texas
WN,SAT,HRL,US-Texas,US-Texas
WN,SAT,LAS,US-Texas,US-West
WN,SAT,LAX,US-Texas,US-West
WN,SAT,MCO,US-Texas,US-Southeast
WN,SAT,MDW,US-Texas,US-Midwest
WN,SAT,PHX,US-Texas,US-West
WN,SAT,SAN,US-Texas,US-West
WN,SAT,STL,US-Texas,US-Midwest
WN,SAT,TPA,US-Texas,US-Southeast
WN,SDF,ATL,US-Southeast,US-Southeast
WN,SDF,BWI,US-Southeast,US-Northeast
WN,SDF,DEN,US-Southeast,US-West
WN,SDF,LAS,US-Southeast,US-West
WN,SDF,MCO,US-Southeast,US-Southeast
WN,SDF,MDW,US-Southeast,US-Midwest
WN,SDF,PHX,US-Southeast,US-West
WN,SDF,TPA,US-Southeast,US-Southeast
WN,SEA,ABQ,US-West,US-West
WN,SEA,BWI,US-West,US-Northeast
WN,SEA,DEN,US-West,US-West
WN,SEA,LAS,US-West,US-West
WN,SEA,MDW,US-West,US-Midwest
WN,SEA,MKE,US-West,US-Midwest
WN,SEA,OAK,US-West,US-West
WN,SEA,PHX,US-West,US-West
WN,SEA,RNO,US-West,US-West
WN,SEA,SJC,US-West,US-West
WN,SEA,SLC,US-West,US-West
WN,SEA,SMF,US-West,US-West
WN,SFO,ATL,US-West,US-Southeast
WN,SFO,DEN,US-West,US-West
WN,SFO,LAS,US-West,US-West
WN,SFO,LAX,US-West,US-West
WN,SFO,MDW,US-West,US-Midwest
WN,SFO,MKE,US-West,US-Midwest
WN,SFO,PHX,US-West,US-West
WN,SFO,SAN,US-West,US-West
WN,SFO,SNA,US-West,US-West
WN,SJC,AUS,US-West,US-Texas
WN,SJC,BUR,US-West,US-West
WN,SJC,DEN,US-West,US-West
WN,SJC,LAS,US-West,US-West
WN,SJC,LAX,US-West,US-West
WN,SJC,MDW,US-West,US-Midwest
WN,SJC,ONT,US-West,US-West
WN,SJC,PDX,US-West,US-West
WN,SJC,PHX,US-West,US-West
WN,SJC,SAN,US-West,US-West
WN,SJC,SEA,US-West,US-West
WN,SJC,SNA,US-West,US-West
WN,SJU,ATL,Caribbean,US-Southeast
WN,SJU,BWI,Caribbean,US-Northeast
WN,SJU,FLL,Caribbean,US-Southeast
WN,SJU,MCO,Caribbean,US-Southeast
WN,SJU,TPA,Caribbean,US-Southeast
WN,SLC,BWI,US-West,US-Northeast
WN,SLC,DEN,US-West,US-West
WN,SLC,LAS,US-West,US-West
WN,SLC,LAX,US-West,US-West
